"latitude","longitude","TagalogWordCount"
"""18.5051059""","""120.5848255""",4
"""18.5051059""","""120.5848255""",9
"""18.5051059""","""120.5848255""",5
"""18.5051059""","""120.5848255""",5
"""18.5049598""","""120.584435""",3
"""18.5049842""","""120.5842496""",10
"""18.5051059""","""120.5848255""",8
"""18.5051059""","""120.5848255""",8
"""18.5051059""","""120.5848255""",7
"""18.5051059""","""120.5848255""",5
"""18.5051059""","""120.5848255""",5
"""18.5051059""","""120.5848255""",5
"""18.5051059""","""120.5848255""",15
"""18.5051059""","""120.5848255""",13
"""18.5051059""","""120.5848255""",16
"""18.5051059""","""120.5848255""",4
"""18.5051059""","""120.5848255""",15
"""18.5051059""","""120.5848255""",8
"""18.5051059""","""120.5848255""",13
"""18.5051059""","""120.5848255""",4
"""18.58513515""","""120.78590308""",4
"""18.56557214""","""120.80892748""",3
"""18.58150784""","""120.78350683""",4
"""18.56553031""","""120.80891796""",3
"""18.56559347""","""120.80888322""",4
"""18.58150784""","""120.78350683""",3
"""18.5166426""","""120.599811""",3
"""18.5111201""","""120.592768""",4
"""18.57946805""","""120.78665401""",3
"""18.51700113""","""120.70282731""",3
"""18.53705564""","""120.65010339""",4
"""18.58513515""","""120.78590308""",4
"""18.56557214""","""120.80892748""",3
"""18.58150784""","""120.78350683""",4
"""18.56553031""","""120.80891796""",3
"""18.56559347""","""120.80888322""",4
"""18.58150784""","""120.78350683""",3
"""18.5166426""","""120.599811""",3
"""18.5111201""","""120.592768""",4
"""18.55115739""","""121.24595429""",3
"""18.5826034""","""121.2227636""",3
"""18.56557214""","""120.80892748""",3
"""18.56553031""","""120.80891796""",3
"""18.56559347""","""120.80888322""",4
"""18.51700113""","""120.70282731""",3
"""18.5207561""","""121.3027516""",3
